filename,message
output_xml_folders/invalid_xml/uni-ucl-heb-0015077/uni-ucl-heb-0015077-001/uni-ucl-heb-0015077-001-0037R.xml,"XML is not well-formed: not well-formed (invalid token): line 123, column 18"
output_xml_folders/invalid_xml/uni-ucl-heb-0015077/uni-ucl-heb-0015077-001/uni-ucl-heb-0015077-001-0038L.xml,"XML is not well-formed: not well-formed (invalid token): line 96, column 18"
output_xml_folders/invalid_xml/uni-ucl-heb-0015077/uni-ucl-heb-0015077-001/uni-ucl-heb-0015077-001-0039R.xml,"XML is not well-formed: not well-formed (invalid token): line 246, column 23"
output_xml_folders/invalid_xml/uni-ucl-heb-0015077/uni-ucl-heb-0015077-001/uni-ucl-heb-0015077-001-0041R.xml,"XML is not well-formed: not well-formed (invalid token): line 346, column 42"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0004R.xml,"XML is not well-formed: not well-formed (invalid token): line 25, column 30"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0007L.xml,"XML is not well-formed: undefined entity: line 65, column 6"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0008R.xml,"XML is not well-formed: not well-formed (invalid token): line 106, column 30"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0009L.xml,"XML is not well-formed: not well-formed (invalid token): line 38, column 24"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0010R.xml,"XML is not well-formed: not well-formed (invalid token): line 14, column 27"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0011L.xml,"XML is not well-formed: not well-formed (invalid token): line 13, column 26"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0012R.xml,"XML is not well-formed: not well-formed (invalid token): line 54, column 46"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0014R.xml,"XML is not well-formed: not well-formed (invalid token): line 18, column 54"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0016R.xml,"XML is not well-formed: not well-formed (invalid token): line 142, column 24"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0017L.xml,"XML is not well-formed: not well-formed (invalid token): line 81, column 24"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0018R.xml,"XML is not well-formed: not well-formed (invalid token): line 22, column 24"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0020R.xml,"XML is not well-formed: mismatched tag: line 93, column 2"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0021L.xml,"XML is not well-formed: not well-formed (invalid token): line 30, column 24"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0022R.xml,"XML is not well-formed: not well-formed (invalid token): line 179, column 24"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0023L.xml,"XML is not well-formed: not well-formed (invalid token): line 24, column 25"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0028R.xml,"XML is not well-formed: mismatched tag: line 95, column 2"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0031L.xml,"XML is not well-formed: not well-formed (invalid token): line 67, column 23"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0032R.xml,"XML is not well-formed: not well-formed (invalid token): line 176, column 30"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0036R.xml,"XML is not well-formed: mismatched tag: line 306, column 2"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0037L.xml,"XML is not well-formed: not well-formed (invalid token): line 15, column 28"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0038R.xml,"XML is not well-formed: not well-formed (invalid token): line 11, column 28"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0040R.xml,"XML is not well-formed: mismatched tag: line 218, column 2"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0041L.xml,"XML is not well-formed: not well-formed (invalid token): line 106, column 29"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0043L.xml,"XML is not well-formed: not well-formed (invalid token): line 10, column 38"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0044R.xml,"XML is not well-formed: not well-formed (invalid token): line 23, column 25"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0049L.xml,"XML is not well-formed: not well-formed (invalid token): line 12, column 24"
output_xml_folders/invalid_xml/uni-ucl-heb-0015091/uni-ucl-heb-0015091-001/uni-ucl-heb-0015091-001-0050R.xml,"XML is not well-formed: undefined entity: line 142, column 6"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0004R.xml,"XML is not well-formed: unclosed token: line 475, column 6"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0005L.xml,"XML is not well-formed: not well-formed (invalid token): line 19, column 46"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0006R.xml,"XML is not well-formed: not well-formed (invalid token): line 13, column 22"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0007L.xml,"XML is not well-formed: no element found: line 523, column 11"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0008R.xml,"XML is not well-formed: not well-formed (invalid token): line 18, column 22"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0009L.xml,"XML is not well-formed: not well-formed (invalid token): line 46, column 33"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0010R.xml,"XML is not well-formed: not well-formed (invalid token): line 194, column 42"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0011L.xml,"XML is not well-formed: not well-formed (invalid token): line 10, column 21"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0012R.xml,"XML is not well-formed: not well-formed (invalid token): line 11, column 37"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0013L.xml,"XML is not well-formed: not well-formed (invalid token): line 17, column 21"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0014R.xml,"XML is not well-formed: undefined entity: line 73, column 12"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0015L.xml,"XML is not well-formed: not well-formed (invalid token): line 409, column 23"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0016R.xml,"XML is not well-formed: not well-formed (invalid token): line 50, column 115"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0017L.xml,"XML is not well-formed: not well-formed (invalid token): line 99, column 0"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0018R.xml,"XML is not well-formed: not well-formed (invalid token): line 20, column 25"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0019L.xml,"XML is not well-formed: not well-formed (invalid token): line 29, column 37"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0020R.xml,"XML is not well-formed: not well-formed (invalid token): line 135, column 34"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0021L.xml,"XML is not well-formed: not well-formed (invalid token): line 19, column 33"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0022R.xml,"XML is not well-formed: undefined entity: line 11, column 0"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0023L.xml,"XML is not well-formed: undefined entity: line 47, column 2"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0024R.xml,"XML is not well-formed: undefined entity: line 12, column 12"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0025L.xml,"XML is not well-formed: undefined entity: line 23, column 6"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0026R.xml,"XML is not well-formed: not well-formed (invalid token): line 11, column 67"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0027L.xml,"XML is not well-formed: no element found: line 499, column 11"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0028R.xml,"XML is not well-formed: not well-formed (invalid token): line 7, column 24"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0029L.xml,"XML is not well-formed: not well-formed (invalid token): line 29, column 24"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0030R.xml,"XML is not well-formed: not well-formed (invalid token): line 52, column 24"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0031L.xml,"XML is not well-formed: not well-formed (invalid token): line 142, column 19"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0032R.xml,"XML is not well-formed: not well-formed (invalid token): line 49, column 16"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0033L.xml,"XML is not well-formed: not well-formed (invalid token): line 201, column 27"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0034R.xml,"XML is not well-formed: not well-formed (invalid token): line 51, column 23"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0035L.xml,"XML is not well-formed: no element found: line 495, column 5"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0036R.xml,"XML is not well-formed: mismatched tag: line 69, column 10"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0037L.xml,"XML is not well-formed: not well-formed (invalid token): line 28, column 24"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0038R.xml,"XML is not well-formed: not well-formed (invalid token): line 592, column 22"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0039L.xml,"XML is not well-formed: not well-formed (invalid token): line 56, column 6"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0040R.xml,"XML is not well-formed: not well-formed (invalid token): line 23, column 24"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0041L.xml,"XML is not well-formed: undefined entity: line 70, column 24"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0042R.xml,"XML is not well-formed: not well-formed (invalid token): line 50, column 35"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0043L.xml,"XML is not well-formed: not well-formed (invalid token): line 53, column 46"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0044R.xml,"XML is not well-formed: not well-formed (invalid token): line 13, column 20"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0045L.xml,"XML is not well-formed: not well-formed (invalid token): line 143, column 32"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0046R.xml,"XML is not well-formed: undefined entity: line 30, column 6"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0047L.xml,"XML is not well-formed: not well-formed (invalid token): line 18, column 22"
output_xml_folders/invalid_xml/uni-ucl-heb-0015237/uni-ucl-heb-0015237-001/uni-ucl-heb-0015237-001-0049L.xml,"XML is not well-formed: unclosed token: line 627, column 6"
